"","Site.ID","Species","Neighbours","Competition","date","height"
"491","CCP10","Calamagrositis","Phragmites","Yes","120716",84
"492","CCP11CU","Calamagrositis","Phragmites","No","120716",66
"493","CCP11","Calamagrositis","Phragmites","Yes","120716",63
"494","TYP1CU","Typha","Phragmites","No","120716",199
"495","TYP1","Typha","Phragmites","Yes","120716",239
"496","TYP2CU","Typha","Phragmites","No","120716",217
"497","TYP2","Typha","Phragmites","Yes","120716",245
"498","TYP3CU","Typha","Phragmites","No","120716",205
"499","TYP3","Typha","Phragmites","Yes","120716",137
"500","TYP4CU","Typha","Phragmites","No","120716",248
"501","TYP4","Typha","Phragmites","Yes","120716",259
"502","TYP5CU","Typha","Phragmites","No","120716",258
"503","TYP5","Typha","Phragmites","Yes","120716",272
"504","TYP6CU","Typha","Phragmites","No","120716",256
"505","TYP6","Typha","Phragmites","Yes","120716",270
"506","PTY1CU","Phragmites","Typha","No","120716",213
"507","PTY1","Phragmites","Typha","Yes","120716",217
"508","PTY2CU","Phragmites","Typha","No","120716",203
"509","PTY2","Phragmites","Typha","Yes","120716",238
"510","PTY3","Phragmites","Typha","Yes","120716",223
"511","PTY4CU","Phragmites","Typha","No","120716",249
"512","PTY4","Phragmites","Typha","Yes","120716",234
"513","PTY5CU","Phragmites","Typha","No","120716",263
"514","PTY5","Phragmites","Typha","Yes","120716",262
"515","PTY6CU","Phragmites","Typha","No","120716",242
"516","PTY6","Phragmites","Typha","Yes","120716",298
